Epoch:1  acc:0.820833
Epoch:2  acc:0.866009
Epoch:3  acc:0.884539
Epoch:4  acc:0.874561
Epoch:5  acc:0.858004
Epoch:6  acc:0.854934
Epoch:7  acc:0.898246
Epoch:8  acc:0.899671
Epoch:9  acc:0.926096
Epoch:10  acc:0.880044
Epoch:11  acc:0.894189
Epoch:12  acc:0.747149
Epoch:13  acc:0.944408
Epoch:14  acc:0.950439
Epoch:15  acc:0.955154
Epoch:16  acc:0.928289
Epoch:17  acc:0.940570
Epoch:18  acc:0.931469
Epoch:19  acc:0.939693
Epoch:20  acc:0.947039
